"AreaLabel"	"data-version"	"PM-filename"
"Area-FG2"	1.4	"Area-FG2_r_N10_nlin2Stdcolin27_1.4_publicPb6d8306c22a2872d2010aaaed2a09e7a.nii.gz"
"Area-FG3"	6.1	"Area-FG3_l_N10_nlin2Stdcolin27_6.1_publicPcf55dcdaad33d8a1b493fb6e74b44588.nii.gz"
"Area-FG3"	6.1	"Area-FG3_r_N10_nlin2Stdcolin27_6.1_publicP06d27f91c81bee534e4fe646b1cbbbc1.nii.gz"
"Area-FG4"	6.1	"Area-FG4_l_N10_nlin2Stdcolin27_6.1_publicP1c321f02425aa7828dce7a5b042bda82.nii.gz"
"Area-FG4"	6.1	"Area-FG4_r_N10_nlin2Stdcolin27_6.1_publicP683f9ce4bb17648f79caaafb95e3a967.nii.gz"
"Area-hOc1"	2.4	"Area-hOc1_l_N10_nlin2Stdcolin27_2.4_publicP788fe1ea663b1fa4e7e9a8b5cf26c5d6.nii.gz"
"Area-hOc1"	2.4	"Area-hOc1_r_N10_nlin2Stdcolin27_2.4_publicPb3b742528b1d1a933c89b2604d23028d.nii.gz"
"Area-hOc2"	2.4	"Area-hOc2_l_N10_nlin2Stdcolin27_2.4_publicP107c22563c6a2e866be63e0fa46dc438.nii.gz"
"Area-hOc2"	2.4	"Area-hOc2_r_N10_nlin2Stdcolin27_2.4_publicPa06dd5eab4720f7e81c5940c36f9af41.nii.gz"
"Area-hOc3d"	2.4	"Area-hOc3d_l_N10_nlin2Stdcolin27_2.4_publicP635ec81714dba724ca5da95e03ff2f40.nii.gz"
"Area-hOc3d"	2.4	"Area-hOc3d_r_N10_nlin2Stdcolin27_2.4_publicP9263f0e0b2aafbd5e3f8eb672ab49353.nii.gz"
"Area-hOc3v"	3.4	"Area-hOc3v_l_N10_nlin2Stdcolin27_3.4_publicP1a697c6ce10e7244d6a934a45c5dc79c.nii.gz"
"Area-hOc3v"	3.4	"Area-hOc3v_r_N10_nlin2Stdcolin27_3.4_publicP5ac50d54d3501d4acffbbe89b8b3521b.nii.gz"
"Area-hOc4d"	2.4	"Area-hOc4d_l_N10_nlin2Stdcolin27_2.4_publicP61837c79a744d456c34d3af946b676a3.nii.gz"
"Area-hOc4d"	2.4	"Area-hOc4d_r_N10_nlin2Stdcolin27_2.4_publicPd4018904740da8830742474d5e8f94e0.nii.gz"
"Area-hOc4la"	3.4	"Area-hOc4la_l_N10_nlin2Stdcolin27_3.4_publicP16f642398096ac1344ca8f41bcd72cfe.nii.gz"
"Area-hOc4la"	3.4	"Area-hOc4la_r_N10_nlin2Stdcolin27_3.4_publicP18a6ea6984f712e91c0de10b2bb9a407.nii.gz"
"Area-hOc4lp"	3.4	"Area-hOc4lp_l_N10_nlin2Stdcolin27_3.4_publicPfabcd708723f7c86e6cac4e4128e2c4d.nii.gz"
"Area-hOc4lp"	3.4	"Area-hOc4lp_r_N10_nlin2Stdcolin27_3.4_publicP1b5e1b3ae596329a1cdbb2d93d525507.nii.gz"
"Area-hOc4v"	3.4	"Area-hOc4v_l_N10_nlin2Stdcolin27_3.4_publicP45fabb5f075b26870141ef823fa15afb.nii.gz"
"Area-hOc4v"	3.4	"Area-hOc4v_r_N10_nlin2Stdcolin27_3.4_publicP82034ecd08bd39b16df0f465c94ceac0.nii.gz"
"Area-hOc5"	2.4	"Area-hOc5_l_N10_nlin2Stdcolin27_2.4_publicP6ed980373c276947f90f58eefe410f96.nii.gz"
"Area-hOc5"	2.4	"Area-hOc5_r_N10_nlin2Stdcolin27_2.4_publicP7542c361d311176986f0dbab9561b2f6.nii.gz"
"Area-hOc6"	7.1	"Area-hOc6_l_N10_nlin2Stdcolin27_7.1_publicPbe904a3989a71a4a202110ff3c6bc446.nii.gz"
"Area-hOc6"	7.1	"Area-hOc6_r_N10_nlin2Stdcolin27_7.1_publicPd39518619b83c18a818916c2d96bca68.nii.gz"
