"AreaLabel"	"data-version"	"PM-filename"
"Area-PFm"	9.4	"Area-PFm_r_N10_nlin2Stdcolin27_9.4_publicP99fefc475d6c934e896cb0a5055f8c1b.nii.gz"
"Area-PFop"	9.4	"Area-PFop_l_N10_nlin2Stdcolin27_9.4_publicP9088f650ae3c0cc599550c9ad9e7c2fa.nii.gz"
"Area-PFop"	9.4	"Area-PFop_r_N10_nlin2Stdcolin27_9.4_publicP08ee99acfb5bc508cfbf18685554bd3d.nii.gz"
"Area-PFt"	9.4	"Area-PFt_l_N10_nlin2Stdcolin27_9.4_publicPae4814e8e10a39f2226cbe0e40d5898d.nii.gz"
"Area-PFt"	9.4	"Area-PFt_r_N10_nlin2Stdcolin27_9.4_publicPfbac57b455b0c33989a35f2201126cb2.nii.gz"
"Area-PGa"	9.4	"Area-PGa_l_N10_nlin2Stdcolin27_9.4_publicP655596fcf8594262ae9c7f305b2b4b30.nii.gz"
"Area-PGa"	9.4	"Area-PGa_r_N10_nlin2Stdcolin27_9.4_publicP4e7ecd6470da24e8ec1545022ba7bf4c.nii.gz"
"Area-PGp"	9.4	"Area-PGp_l_N10_nlin2Stdcolin27_9.4_publicP147e4c8a390add242ab474108811d45e.nii.gz"
"Area-PGp"	9.4	"Area-PGp_r_N10_nlin2Stdcolin27_9.4_publicP43784aadc4d7a4f7f853ed4a09253161.nii.gz"
"Area-Ia"	3.1	"Area-Ia_l_N10_nlin2Stdcolin27_3.1_publicDOIa1dc222eaef902176bb1a87e51cb57a9.nii.gz"
"Area-Ia"	3.1	"Area-Ia_r_N10_nlin2Stdcolin27_3.1_publicDOI75c6474e570337081abb1929e73752a2.nii.gz"
"Area-Id1"	13.1	"Area-Id1_l_N10_nlin2Stdcolin27_13.1_publicP4849992227f5c257e1a9f7666fe1ad7b.nii.gz"
"Area-Id1"	13.1	"Area-Id1_r_N10_nlin2Stdcolin27_13.1_publicPa053eee829eb22d5266c402ad29f98cb.nii.gz"
"Area-Id2"	7.1	"Area-Id2_l_N10_nlin2Stdcolin27_7.1_publicDOI8acd3708c3962daa1ef52d576dd44a8f.nii.gz"
"Area-Id2"	7.1	"Area-Id2_r_N10_nlin2Stdcolin27_7.1_publicDOIe404ac268f14b641a4744af5542c1af4.nii.gz"
"Area-Id3"	7.1	"Area-Id3_l_N10_nlin2Stdcolin27_7.1_publicDOIfa1e2706aa8dbd2a8c980bf5de923ca6.nii.gz"
"Area-Id3"	7.1	"Area-Id3_r_N10_nlin2Stdcolin27_7.1_publicDOIcd68a95793016bdb1e8a77a09f1c00ef.nii.gz"
"Area-Id4"	3.1	"Area-Id4_l_N10_nlin2Stdcolin27_3.1_publicDOIf18ef7c60cb32c3641014f0909f93e02.nii.gz"
"Area-Id4"	3.1	"Area-Id4_r_N10_nlin2Stdcolin27_3.1_publicDOI2a6668950e5a00f4a74bf38acca581aa.nii.gz"
"Area-Id5"	3.1	"Area-Id5_l_N10_nlin2Stdcolin27_3.1_publicDOIb2b955819205633599cce414a0175604.nii.gz"
"Area-Id5"	3.1	"Area-Id5_r_N10_nlin2Stdcolin27_3.1_publicDOI2baf1d46de3dc9859c78fc1b034d1855.nii.gz"
"Area-Id6"	3.1	"Area-Id6_l_N10_nlin2Stdcolin27_3.1_publicDOIfaf17b46bcdda12944790fc12f5f91ff.nii.gz"
"Area-Id6"	3.1	"Area-Id6_r_N10_nlin2Stdcolin27_3.1_publicDOI13a51145c04f8ff160009f50c312b834.nii.gz"
"Area-Id7"	6.1	"Area-Id7_l_N10_nlin2Stdcolin27_6.1_publicDOIf2f17c06c0a643ce49d98b126a619601.nii.gz"
"Area-Id7"	6.1	"Area-Id7_r_N10_nlin2Stdcolin27_6.1_publicDOI683c76c33eaea809fcf576f4e8dcbbb3.nii.gz"
"Area-Ig1"	13.1	"Area-Ig1_l_N10_nlin2Stdcolin27_13.1_publicPc2f1f49fa6544f1c6386897250d0b3cf.nii.gz"
"Area-Ig1"	13.1	"Area-Ig1_r_N10_nlin2Stdcolin27_13.1_publicP3143abb5953077f77f51e2f2231e557e.nii.gz"
"Area-Ig2"	13.1	"Area-Ig2_l_N10_nlin2Stdcolin27_13.1_publicPf02dd3446cff31f94e4f75b1dd145122.nii.gz"
"Area-Ig2"	13.1	"Area-Ig2_r_N10_nlin2Stdcolin27_13.1_publicPd7cbe960f4d01de62a6621ba53084fae.nii.gz"
"Area-Ig3"	3.1	"Area-Ig3_l_N10_nlin2Stdcolin27_3.1_publicDOI23fb562a22a862c38ed5aa80ee24d6bb.nii.gz"
"Area-Ig3"	3.1	"Area-Ig3_r_N10_nlin2Stdcolin27_3.1_publicDOIb0096df45883891b66669d66f759321d.nii.gz"
"Area-4a"	9.4	"Area-4a_l_N10_nlin2Stdcolin27_9.4_publicP967ad34852b2b9fe3c92d8c17097a66a.nii.gz"
"Area-4a"	9.4	"Area-4a_r_N10_nlin2Stdcolin27_9.4_publicPa8ae6146c4f0e1a7062686fd8828c149.nii.gz"
"Area-4p"	9.4	"Area-4p_l_N10_nlin2Stdcolin27_9.4_publicPfae2f48dfd8b980f3818a7145d0d4dde.nii.gz"
"Area-4p"	9.4	"Area-4p_r_N10_nlin2Stdcolin27_9.4_publicPb99378d72b97c81ef4f4f2f9e7c6ac19.nii.gz"
"Area-Fo1"	3.4	"Area-Fo1_l_N10_nlin2Stdcolin27_3.4_publicP960a53948ed107f3d09f6adf79cbb80a.nii.gz"
"Area-Fo1"	3.4	"Area-Fo1_r_N10_nlin2Stdcolin27_3.4_publicPaaa29c0e90498575ad47fb91c00248ad.nii.gz"
"Area-Fo2"	3.4	"Area-Fo2_l_N10_nlin2Stdcolin27_3.4_publicP51dd6cb82eb566bb0a87a2bd61ba549f.nii.gz"
"Area-Fo2"	3.4	"Area-Fo2_r_N10_nlin2Stdcolin27_3.4_publicP2993d715ed11871738e21953c1b93134.nii.gz"
"Area-Fo3"	3.4	"Area-Fo3_l_N10_nlin2Stdcolin27_3.4_publicPe314f4e0944f6f0dc273af9a69645b35.nii.gz"
"Area-Fo3"	3.4	"Area-Fo3_r_N10_nlin2Stdcolin27_3.4_publicP765b825bdf19beaade700c86b65a27ac.nii.gz"
"Area-Fo4"	2.1	"Area-Fo4_l_N10_nlin2Stdcolin27_2.1_publicDOI2df70e06cfd5cfa015ca9558ff732dae.nii.gz"
"Area-Fo4"	2.1	"Area-Fo4_r_N10_nlin2Stdcolin27_2.1_publicDOIb61321e1759cee1e45c2208e678a3943.nii.gz"
"Area-Fo5"	2.1	"Area-Fo5_l_N10_nlin2Stdcolin27_2.1_publicDOI74ea50aa11cb4d70f5f8e76e595c2e30.nii.gz"
"Area-Fo5"	2.1	"Area-Fo5_r_N10_nlin2Stdcolin27_2.1_publicDOId31f76f366fcbce1ecefd0d1c681c0fe.nii.gz"
"Area-Fo6"	2.1	"Area-Fo6_l_N10_nlin2Stdcolin27_2.1_publicDOIe0280f196fcc134583b19342a2b4b407.nii.gz"
"Area-Fo6"	2.1	"Area-Fo6_r_N10_nlin2Stdcolin27_2.1_publicDOIdb7ea44b1acf9a9a11c471874ae702cf.nii.gz"
"Area-Fo7"	2.1	"Area-Fo7_l_N10_nlin2Stdcolin27_2.1_publicDOI297152bbde864baaf7a26011d61a93df.nii.gz"
"Area-Fo7"	2.1	"Area-Fo7_r_N10_nlin2Stdcolin27_2.1_publicDOI14d60086cddf17c0923499b5197b374a.nii.gz"
"Area-OP1"	9.4	"Area-OP1_l_N10_nlin2Stdcolin27_9.4_publicP45c04bd91a3a2027b2d3c6c266bb90e7.nii.gz"
"Area-OP1"	9.4	"Area-OP1_r_N10_nlin2Stdcolin27_9.4_publicP30c32326b70316dcb9ddea7b64c3adfe.nii.gz"
"Area-OP2"	9.4	"Area-OP2_l_N10_nlin2Stdcolin27_9.4_publicP1e664b1d4576c31315365aad04e9dc25.nii.gz"
"Area-OP2"	9.4	"Area-OP2_r_N10_nlin2Stdcolin27_9.4_publicPede1b5a176315095e131e0791a00f1f5.nii.gz"
"Area-OP3"	9.4	"Area-OP3_l_N10_nlin2Stdcolin27_9.4_publicPc92d37026fafed1a509eb680c6503d7c.nii.gz"
"Area-OP3"	9.4	"Area-OP3_r_N10_nlin2Stdcolin27_9.4_publicPd42f39d7978a6678b4778dba5fae7718.nii.gz"
"Area-OP4"	9.4	"Area-OP4_l_N10_nlin2Stdcolin27_9.4_publicPd23daf7663d8febb3aa0d092e350f570.nii.gz"
"Area-OP4"	9.4	"Area-OP4_r_N10_nlin2Stdcolin27_9.4_publicP82f74a89a06e43d8e64ffec0b6ef473f.nii.gz"
"Area-OP8"	5.1	"Area-OP8_l_N10_nlin2Stdcolin27_5.1_publicDOI1d25df23892ebedebbf9ffe115a0f202.nii.gz"
"Area-OP8"	5.1	"Area-OP8_r_N10_nlin2Stdcolin27_5.1_publicDOIa3118794ab13bf97592444a1eeca8f9f.nii.gz"
"Area-OP9"	5.1	"Area-OP9_l_N10_nlin2Stdcolin27_5.1_publicDOIec9bf05b99fa3460ea63073a38693826.nii.gz"
"Area-OP9"	5.1	"Area-OP9_r_N10_nlin2Stdcolin27_5.1_publicDOI6f622eda1620ccab62d46c4d95b396bb.nii.gz"
"Area-hIP4"	7.1	"Area-hIP4_l_N10_nlin2Stdcolin27_7.1_publicP511ed7fad34d51f367f33e8938e47ba4.nii.gz"
"Area-hIP4"	7.1	"Area-hIP4_r_N10_nlin2Stdcolin27_7.1_publicP6fd00fe205e860d895e79132747d2713.nii.gz"
"Area-hIP5"	7.1	"Area-hIP5_l_N10_nlin2Stdcolin27_7.1_publicPf4d4897056aa0e68c6f79d32dd059b0d.nii.gz"
"Area-hIP5"	7.1	"Area-hIP5_r_N10_nlin2Stdcolin27_7.1_publicP70cec9386200f81db1eca7667ce0e208.nii.gz"
"Area-hIP6"	7.1	"Area-hIP6_l_N10_nlin2Stdcolin27_7.1_publicPba9a8054c3e2430d74d51b88da896aef.nii.gz"
"Area-hIP6"	7.1	"Area-hIP6_r_N10_nlin2Stdcolin27_7.1_publicPe268e88709a2c36a2861204c3566f63b.nii.gz"
"Area-hIP7"	7.1	"Area-hIP7_l_N10_nlin2Stdcolin27_7.1_publicP7e7b8d7878cc99b15f8f1515966166e1.nii.gz"
"Area-hIP7"	7.1	"Area-hIP7_r_N10_nlin2Stdcolin27_7.1_publicP07b80edd2afed887351766ddc6cfbcfa.nii.gz"
"Area-hIP8"	7.1	"Area-hIP8_l_N10_nlin2Stdcolin27_7.1_publicP7defaa4bb2de378b12a92982ffaabfa9.nii.gz"
"Area-hIP8"	7.1	"Area-hIP8_r_N10_nlin2Stdcolin27_7.1_publicPcd21b04dab60b31f1b7c409a60bd8144.nii.gz"
"Area-hPO1"	7.1	"Area-hPO1_l_N10_nlin2Stdcolin27_7.1_publicP1756f24793fb8a34d206aa15ae8c1031.nii.gz"
"Area-hPO1"	7.1	"Area-hPO1_r_N10_nlin2Stdcolin27_7.1_publicP4dbcc62e2fb44101eb2c4d032be1ba5b.nii.gz"
"Area-1"	8.4	"Area-1_l_N10_nlin2Stdcolin27_8.4_publicP8ffb7eeab7118f647e972259c9d3247d.nii.gz"
"Area-1"	8.4	"Area-1_r_N10_nlin2Stdcolin27_8.4_publicP9456a4c195570c19d6d8cf9fd9e964d1.nii.gz"
"Area-2"	3.4	"Area-2_l_N9_nlin2Stdcolin27_3.4_publicPe6e0da89a546443ab761cc23fafdaa92.nii.gz"
"Area-2"	3.4	"Area-2_r_N9_nlin2Stdcolin27_3.4_publicP6494012cddba7185bab87cb36ea8f69c.nii.gz"
"Area-3a"	8.4	"Area-3a_l_N10_nlin2Stdcolin27_8.4_publicP9312aac3b742096e56db0acecf0dfd37.nii.gz"
"Area-3a"	8.4	"Area-3a_r_N10_nlin2Stdcolin27_8.4_publicP207f7b2221c3112d391d19c3932ec0f2.nii.gz"
"Area-3b"	8.4	"Area-3b_l_N10_nlin2Stdcolin27_8.4_publicP5286409024d66bf87a9033052b3169bf.nii.gz"
"Area-3b"	8.4	"Area-3b_r_N10_nlin2Stdcolin27_8.4_publicP4b88129088fd1b5dabcab0dffc15a2e7.nii.gz"
"Area-6d1"	4.1	"Area-6d1_l_N10_nlin2Stdcolin27_4.1_publicDOId53dd5b69506097a3c256cdd50ffd0a6.nii.gz"
"Area-6d1"	4.1	"Area-6d1_r_N10_nlin2Stdcolin27_4.1_publicDOI4d0ff72e36020299b349d8a494917373.nii.gz"
"Area-6d2"	4.1	"Area-6d2_l_N10_nlin2Stdcolin27_4.1_publicDOI3ace355865b7a75fb43f17e1d6807219.nii.gz"
"Area-6d2"	4.1	"Area-6d2_r_N10_nlin2Stdcolin27_4.1_publicDOI8a089876227dcbbd0b5223446ac46263.nii.gz"
"Area-6d3"	4.1	"Area-6d3_l_N10_nlin2Stdcolin27_4.1_publicDOI20d31470e7af79c7af8918d842904696.nii.gz"
"Area-6d3"	4.1	"Area-6d3_r_N10_nlin2Stdcolin27_4.1_publicDOI1087f075fb1d7c254046f74f77f67bc5.nii.gz"
"Area-5Ci"	8.4	"Area-5Ci_l_N10_nlin2Stdcolin27_8.4_publicP19a32582858cc57b7fe1834b22bd118a.nii.gz"
"Area-5Ci"	8.4	"Area-5Ci_r_N10_nlin2Stdcolin27_8.4_publicPb9fefdaa91a8382c7839fd5182e37f5c.nii.gz"
"Area-5L"	8.4	"Area-5L_l_N10_nlin2Stdcolin27_8.4_publicPb200762900ac415160ab4f0ea4c97ff8.nii.gz"
"Area-5L"	8.4	"Area-5L_r_N10_nlin2Stdcolin27_8.4_publicP51222bf8c65bb707a787a659fbdbc655.nii.gz"
"Area-5M"	8.4	"Area-5M_l_N10_nlin2Stdcolin27_8.4_publicP3531d80a4f71b30b4c45468af8fa3307.nii.gz"
"Area-5M"	8.4	"Area-5M_r_N10_nlin2Stdcolin27_8.4_publicPe6d90903b848aebfa656c909f1766a66.nii.gz"
"Area-7A"	8.4	"Area-7A_l_N10_nlin2Stdcolin27_8.4_publicP8d57d1cf5be46a085868adc403ad297f.nii.gz"
"Area-7A"	8.4	"Area-7A_r_N10_nlin2Stdcolin27_8.4_publicP1c5f7d8bdc2a3fcce61ed23e3ed2e292.nii.gz"
"Area-7M"	8.4	"Area-7M_l_N10_nlin2Stdcolin27_8.4_publicP28a7a8c33070d0e9b3c1d5dcf17e85e3.nii.gz"
"Area-7M"	8.4	"Area-7M_r_N10_nlin2Stdcolin27_8.4_publicPa9c108b2081c8086b63d247c2f8942ef.nii.gz"
"Area-7PC"	8.4	"Area-7PC_l_N10_nlin2Stdcolin27_8.4_publicP483e2a5a539829e9649282df4d175613.nii.gz"
"Area-7PC"	8.4	"Area-7PC_r_N10_nlin2Stdcolin27_8.4_publicP00436b9550b3a0706826b44a31e38b01.nii.gz"
"Area-7P"	8.4	"Area-7P_l_N10_nlin2Stdcolin27_8.4_publicP273286deb524b6db60c55aef828b39b7.nii.gz"
"Area-7P"	8.4	"Area-7P_r_N10_nlin2Stdcolin27_8.4_publicP4985145e131f3b2db24765767d8ad833.nii.gz"
"Area-6ma"	9.1	"Area-6ma_l_N10_nlin2Stdcolin27_9.1_publicPc4e110a68942904a829ce1a6abb28bd1.nii.gz"
"Area-6ma"	9.1	"Area-6ma_r_N10_nlin2Stdcolin27_9.1_publicPd7e68149ee548516d2e3f63158253c5f.nii.gz"
"Area-6mp"	9.1	"Area-6mp_l_N10_nlin2Stdcolin27_9.1_publicP1d38ab9abb3e1e48cca85f22de5b6336.nii.gz"
"Area-6mp"	9.1	"Area-6mp_r_N10_nlin2Stdcolin27_9.1_publicPa587671b8f0fbf0a2b8f3ae5d75ec32a.nii.gz"
"Area-FG1"	1.4	"Area-FG1_l_N10_nlin2Stdcolin27_1.4_publicPf15aef925b85cdda07a24cd5df5bb2fa.nii.gz"
"Area-FG1"	1.4	"Area-FG1_r_N10_nlin2Stdcolin27_1.4_publicPdb04aa33e7871003968694b1876d0a54.nii.gz"
"Area-FG2"	1.4	"Area-FG2_l_N10_nlin2Stdcolin27_1.4_publicP795615fc9a62df9aabc1b4184fc26b60.nii.gz"
