"AreaLabel"	"data-version"	"PM-filename"
"Area-7M"	8.4	"Area-7M_l_N10_nlin2MNI152ASYM2009C_8.4_publicP_46e88581204e26ce7ba9e597c08f9901.nii.gz"
"Area-7M"	8.4	"Area-7M_r_N10_nlin2MNI152ASYM2009C_8.4_publicP_9bd981fd9aae90aa1751a39c62cb1f57.nii.gz"
"Area-7PC"	8.4	"Area-7PC_l_N10_nlin2MNI152ASYM2009C_8.4_publicP_cad4c9dd53f23303d2a4528613035cd7.nii.gz"
"Area-7PC"	8.4	"Area-7PC_r_N10_nlin2MNI152ASYM2009C_8.4_publicP_d49e9f09d2c83787b8b287b7799b2288.nii.gz"
"Area-7P"	8.4	"Area-7P_l_N10_nlin2MNI152ASYM2009C_8.4_publicP_39e6e34f2218b19b39dc7fae4d00b548.nii.gz"
"Area-7P"	8.4	"Area-7P_r_N10_nlin2MNI152ASYM2009C_8.4_publicP_bc14a93165a26089f5ca0150f3116b02.nii.gz"
"Area-6ma"	9.1	"Area-6ma_l_N10_nlin2MNI152ASYM2009C_9.1_publicP_64a7846e7444bfc427baffe0d5dd606f.nii.gz"
"Area-6ma"	9.1	"Area-6ma_r_N10_nlin2MNI152ASYM2009C_9.1_publicP_e6a4f1fe3062ba205a426d5f759a95f9.nii.gz"
"Area-6mp"	9.1	"Area-6mp_l_N10_nlin2MNI152ASYM2009C_9.1_publicP_70b04cf0590767ac0261524c4f4c791a.nii.gz"
"Area-6mp"	9.1	"Area-6mp_r_N10_nlin2MNI152ASYM2009C_9.1_publicP_9f44531c44b109bd3899ee4c5c654a12.nii.gz"
"Area-FG1"	1.4	"Area-FG1_l_N10_nlin2MNI152ASYM2009C_1.4_publicP_bce8572815ce38ebf2348113c526316b.nii.gz"
"Area-FG1"	1.4	"Area-FG1_r_N10_nlin2MNI152ASYM2009C_1.4_publicP_0d97288189f30b47b6d46a4641c6aaca.nii.gz"
"Area-FG2"	1.4	"Area-FG2_l_N10_nlin2MNI152ASYM2009C_1.4_publicP_f4ec7bdd50b94de8e24d588f921fe24f.nii.gz"
"Area-FG2"	1.4	"Area-FG2_r_N10_nlin2MNI152ASYM2009C_1.4_publicP_c1ec4350fea589df56fdcdc451202997.nii.gz"
"Area-FG3"	6.1	"Area-FG3_l_N10_nlin2MNI152ASYM2009C_6.1_publicP_821be84fb0820b15066242a2e9bfd144.nii.gz"
"Area-FG3"	6.1	"Area-FG3_r_N10_nlin2MNI152ASYM2009C_6.1_publicP_6471455ff336127c39e73465265c8dae.nii.gz"
"Area-FG4"	6.1	"Area-FG4_l_N10_nlin2MNI152ASYM2009C_6.1_publicP_2cd9d3a99ed5b800e8c27ab6dd33a5de.nii.gz"
"Area-FG4"	6.1	"Area-FG4_r_N10_nlin2MNI152ASYM2009C_6.1_publicP_f0a0c573824a033925bd4af891146e5c.nii.gz"
"Area-hOc1"	2.4	"Area-hOc1_l_N10_nlin2MNI152ASYM2009C_2.4_publicP_d3045ee3c0c4de9820eb1516d2cc72bb.nii.gz"
"Area-hOc1"	2.4	"Area-hOc1_r_N10_nlin2MNI152ASYM2009C_2.4_publicP_a48ca5d938781ebaf1eaa25f59df74d0.nii.gz"
"Area-hOc2"	2.4	"Area-hOc2_l_N10_nlin2MNI152ASYM2009C_2.4_publicP_df81c453f3cf5b8092f52723b348b1e9.nii.gz"
"Area-hOc2"	2.4	"Area-hOc2_r_N10_nlin2MNI152ASYM2009C_2.4_publicP_ce802616d4367d2869dd4bbd3f11f1cb.nii.gz"
"Area-hOc3d"	2.4	"Area-hOc3d_l_N10_nlin2MNI152ASYM2009C_2.4_publicP_a79ba6482dee871a17b26451912fc724.nii.gz"
"Area-hOc3d"	2.4	"Area-hOc3d_r_N10_nlin2MNI152ASYM2009C_2.4_publicP_1a84fb38fc980635c9428b549b3c510c.nii.gz"
"Area-hOc3v"	3.4	"Area-hOc3v_l_N10_nlin2MNI152ASYM2009C_3.4_publicP_65e888ad8a2a691d651f0404947518fb.nii.gz"
"Area-hOc3v"	3.4	"Area-hOc3v_r_N10_nlin2MNI152ASYM2009C_3.4_publicP_8ce4868d81d4785cc2ac6a8d0b7a670b.nii.gz"
"Area-hOc4d"	2.4	"Area-hOc4d_l_N10_nlin2MNI152ASYM2009C_2.4_publicP_85c7f5168facd3330e23ac4af64a4275.nii.gz"
"Area-hOc4d"	2.4	"Area-hOc4d_r_N10_nlin2MNI152ASYM2009C_2.4_publicP_cb49cab793d13a0886b57da4d8585e53.nii.gz"
"Area-hOc4la"	3.4	"Area-hOc4la_l_N10_nlin2MNI152ASYM2009C_3.4_publicP_4b22039a9e6b5d46c63af27028c3eb2c.nii.gz"
"Area-hOc4la"	3.4	"Area-hOc4la_r_N10_nlin2MNI152ASYM2009C_3.4_publicP_4216964f14a3201ed0e59f698e071935.nii.gz"
"Area-hOc4lp"	3.4	"Area-hOc4lp_l_N10_nlin2MNI152ASYM2009C_3.4_publicP_505d832a41fdf69427cedbbca146705e.nii.gz"
"Area-hOc4lp"	3.4	"Area-hOc4lp_r_N10_nlin2MNI152ASYM2009C_3.4_publicP_fa5a9ca0badef71585a2c9ab40ce1ddf.nii.gz"
"Area-hOc4v"	3.4	"Area-hOc4v_l_N10_nlin2MNI152ASYM2009C_3.4_publicP_411fef399d0549ef7e4b5a717fdd4c23.nii.gz"
"Area-hOc4v"	3.4	"Area-hOc4v_r_N10_nlin2MNI152ASYM2009C_3.4_publicP_520fad8687876ce9cbbb2d4ef43de4d2.nii.gz"
"Area-hOc5"	2.4	"Area-hOc5_l_N10_nlin2MNI152ASYM2009C_2.4_publicP_8711958bf427c07b36e28d6687bd7003.nii.gz"
"Area-hOc5"	2.4	"Area-hOc5_r_N10_nlin2MNI152ASYM2009C_2.4_publicP_f5d20a1ad3db354a5b9a6f13beb905b6.nii.gz"
"Area-hOc6"	7.1	"Area-hOc6_l_N10_nlin2MNI152ASYM2009C_7.1_publicP_768ea7470e377af487c4bab30b5e3f5a.nii.gz"
"Area-hOc6"	7.1	"Area-hOc6_r_N10_nlin2MNI152ASYM2009C_7.1_publicP_abac2ae4767d3c4a3dbf7d9558d9f789.nii.gz"
