code,short_name,full_name,components,source,note
454,MTL_AMY_CeM_L,"Medial temporal lobe: Amygdalar central nucleus; Amygdalar corticomedial group: medial nucleus; Amygdalar corticomedial group: periamygdaloid cortex; Amygdalostriatal transition area; Anterior amygdaloid area; Intercalated nuclei most proximal to Amygdalar central nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: medial nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: periamygdaloid cortex; Intercalated nuclei most proximal to Amygdalostriatal transition area; Intercalated nuclei most proximal to Anterior amygdaloid area, Left",Amygdalar central nucleus; Amygdalar corticomedial group: medial nucleus; Amygdalar corticomedial group: periamygdaloid cortex; Amygdalostriatal transition area; Anterior amygdaloid area; Intercalated nuclei most proximal to Amygdalar central nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: medial nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: periamygdaloid cortex; Intercalated nuclei most proximal to Amygdalostriatal transition area; Intercalated nuclei most proximal to Anterior amygdaloid area,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
455,MTL_AMY_La_R,"Medial temporal lobe: Amygdalar basolateral complex: lateral nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: lateral nucleus, Right",Amygdalar basolateral complex: lateral nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: lateral nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
456,MTL_AMY_BL_R,"Medial temporal lobe: Amygdalar basolateral complex: basal nucleus; Amygdalar basolateral complex: accessory basal nucleus; Amygdalar basolateral complex: paralaminar nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: accessory basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: paralaminar nucleus, Right",Amygdalar basolateral complex: basal nucleus; Amygdalar basolateral complex: accessory basal nucleus; Amygdalar basolateral complex: paralaminar nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: accessory basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: paralaminar nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
457,MTL_AMY_CeM_R,"Medial temporal lobe: Amygdalar central nucleus; Amygdalar corticomedial group: medial nucleus; Amygdalar corticomedial group: periamygdaloid cortex; Amygdalostriatal transition area; Anterior amygdaloid area; Intercalated nuclei most proximal to Amygdalar central nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: medial nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: periamygdaloid cortex; Intercalated nuclei most proximal to Amygdalostriatal transition area; Intercalated nuclei most proximal to Anterior amygdaloid area, Right",Amygdalar central nucleus; Amygdalar corticomedial group: medial nucleus; Amygdalar corticomedial group: periamygdaloid cortex; Amygdalostriatal transition area; Anterior amygdaloid area; Intercalated nuclei most proximal to Amygdalar central nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: medial nucleus; Intercalated nuclei most proximal to Amygdalar corticomedial group: periamygdaloid cortex; Intercalated nuclei most proximal to Amygdalostriatal transition area; Intercalated nuclei most proximal to Anterior amygdaloid area,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
458,Thal_LGN_L,"Thalamus: lateral geniculate, Left",lateral geniculate,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
459,Thal_MGN_L,"Thalamus: medial geniculate, Left",medial geniculate,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
460,Thal_LGN_R,"Thalamus: lateral geniculate, Right",lateral geniculate,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
461,Thal_MGN_R,"Thalamus: medial geniculate, Right",medial geniculate,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
462,BStem_PAG,Brainstem: Periaqueductal gray and merged cuneiform nucleus,Region 1 from Kragel2019PAG; Region 2 from Kragel2019PAG; Region 3 from Kragel2019PAG; Region 4 from Kragel2019PAG; Region 5 from Kragel2019PAG,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Composite atlas grouping; see construction code. Coarse parcel merges the listed source components.
463,BStem_DR_B7,Brainstem: Dorsal Raphe Nucleus,Dorsal Raphe Nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
464,BStem_LC+_L,"Brainstem: Locus coeruleus and subcoeruleus, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Composite atlas grouping; see construction code.
465,BStem_LC+_R,"Brainstem: Locus coeruleus and subcoeruleus, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Composite atlas grouping; see construction code.
466,BStem_SN_L,"Brainstem: Substantia nigra, Left",Substantia Nigra pars compacta; Substantia Nigra pars reticulata,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,Coarse parcel merges the listed source components.
467,BStem_RN_L,"Brainstem: Red nucleus, Left",Red nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
468,BStem_VTA_PBP_L,"Brainstem: Ventral tegmental area – parabrachial pigmented nucleus complex, Left",Parabrachial Pigmented Nucleus; Ventral Tegmental Area,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,Coarse parcel merges the listed source components.
469,BStem_SN_R,"Brainstem: Substantia nigra, Right",Substantia Nigra pars compacta; Substantia Nigra pars reticulata,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,Coarse parcel merges the listed source components.
470,BStem_RN_R,"Brainstem: Red nucleus, Right",Red nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
471,BStem_VTA_PBP_R,"Brainstem: Ventral tegmental area – parabrachial pigmented nucleus complex, Right",Parabrachial Pigmented Nucleus; Ventral Tegmental Area,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,Coarse parcel merges the listed source components.
472,BStem_CLi_RLi,Brainstem: Caudal-rostral linear raphe,,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
473,BStem_IC_L,"Brainstem: Inferior colliculus, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
474,BStem_IC_R,"Brainstem: Inferior colliculus, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
475,BStem_iMRt_L,"Brainstem: Inferior medullary reticular formation, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
476,BStem_iMRt_R,"Brainstem: Inferior medullary reticular formation, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
477,BStem_OC_L,"Brainstem: Inferior olivary nucleus and superior olivary complex, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Composite atlas grouping; see construction code.
478,BStem_OC_R,"Brainstem: Inferior olivary nucleus and superior olivary complex, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Composite atlas grouping; see construction code.
479,BStem_isRt_L,"Brainstem: Isthmic reticular formation, Left",mesencephalic reticular formation,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
480,BStem_isRt_R,"Brainstem: Isthmic reticular formation, Right",mesencephalic reticular formation,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
481,BStem_LDTg_CGPn_L,"Brainstem: Laterodorsal tegmental nucleus - central gray of the rhomboencephalon, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
482,BStem_LDTg_CGPn_R,"Brainstem: Laterodorsal tegmental nucleus - central gray of the rhomboencephalon, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
483,BStem_LPB_L,"Brainstem: Lateral parabrachial nucleus, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
484,BStem_LPB_R,"Brainstem: Lateral parabrachial nucleus, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
485,BStem_MiTg_PBG_L,"Brainstem: Microcellular tegmental nucleus – parabigeminal nucleus, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
486,BStem_MiTg_PBG_R,"Brainstem: Microcellular tegmental nucleus – parabigeminal nucleus, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
487,BStem_MnR,Brainstem: Median raphe,,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
488,BStem_MPB_L,"Brainstem: Medial parabrachial nucleus, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
489,BStem_MPB_R,"Brainstem: Medial parabrachial nucleus, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
490,BStem_mRt_L,"Brainstem: Mesencephalic reticular formation, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
491,BStem_mRt_R,"Brainstem: Mesencephalic reticular formation, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
492,BStem_PCRtA_L,"Brainstem: Parvicellular reticular nucleus Alpha part, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
493,BStem_PCRtA_R,"Brainstem: Parvicellular reticular nucleus Alpha part, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
494,BStem_PnO_PnC_L,"Brainstem: Pontine reticular nucleus, oral and caudal parts (pontis oralis and caudalis), Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
495,BStem_PnO_PnC_R,"Brainstem: Pontine reticular nucleus, oral and caudal parts (pontis oralis and caudalis), Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
496,BStem_PTg_L,"Brainstem: Pedunculotegmental nucleus (also called Pedunculopontine nucleus), Left",pedunculotegmental nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
497,BStem_PTg_R,"Brainstem: Pedunculotegmental nucleus (also called Pedunculopontine nucleus), Right",pedunculotegmental nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
498,BStem_RObPaMg,"Brainstem: Raphe obscurus, pallidus and magnus",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Composite atlas grouping; see construction code.
499,BStem_SC_L,"Brainstem: Superior colliculus, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
500,BStem_SC_R,"Brainstem: Superior colliculus, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
501,BStem_sMRt_L,"Brainstem: Superior medullary reticular formation, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
502,BStem_sMRt_R,"Brainstem: Superior medullary reticular formation, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
503,BStem_Ve_L,"Brainstem: Vestibular nuclei complex, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
504,BStem_Ve_R,"Brainstem: Vestibular nuclei complex, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
505,BStem_VSM_L,"Brainstem: Viscero-sensory-motor nuclei complex, Left",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
506,BStem_VSM_R,"Brainstem: Viscero-sensory-motor nuclei complex, Right",,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2023_Bianciardi_BrainstemNavigatorV0.9/source_files/bianciardi_coarse_labels.csv,
507,BStem_Shen_Midb_Lrd,Brainstem: Midbrain left rostral dorsal,Midbrain left rostral dorsal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
508,BStem_Shen_Midb_Lc,Brainstem: Midbrain left caudal,Midbrain left caudal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
509,BStem_Shen_Midb_Rrd,Brainstem: Midbrain right rostral dorsal,Midbrain right rostral dorsal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
510,BStem_Shen_Midb_Rcd,Brainstem: Midbrain right caudal dorsal,Midbrain right caudal dorsal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
511,BStem_Shen_Pons_Lrd,Brainstem: Pons left rostral dorsal,Pons left rostral dorsal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
512,BStem_Shen_Pons_Lcd,Brainstem: Pons left caudal dorsal,Pons left caudal dorsal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
513,BStem_Shen_Pons_Lv,Brainstem: Pons left ventral,Pons left ventral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
514,BStem_Shen_Pons_Rrv,Brainstem: Pons right rostral ventral,Pons right rostral ventral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
