code,short_name,full_name,components,source,note
373,Cblm_VI_R,"Cerebellum: lobule VI, Right",Region 7 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
374,Cblm_CrusI_L,"Cerebellum: Crus I, Left",Region 8 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
375,Cblm_CrusI_R,"Cerebellum: Crus I, Right",Region 10 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
376,Cblm_CrusII_L,"Cerebellum: Crus II, Left",Region 11 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
377,Cblm_Vermis_CrusII,"Cerebellum: Vermis, Crus II",Region 12 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
378,Cblm_CrusII_R,"Cerebellum: Crus II, Right",Region 13 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
379,Cblm_VIIb_L,"Cerebellum: lobule VIIb, Left",Region 14 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
380,Cblm_Vermis_VIIb,"Cerebellum: lobule Vermis, VIIb",Region 15 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
381,Cblm_VIIb_R,"Cerebellum: lobule VIIb, Right",Region 16 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
382,Cblm_VIIIa_L,"Cerebellum: lobule VIIIa, Left",Region 17 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
383,Cblm_Vermis_VIIIa,"Cerebellum: lobule Vermis, VIIIa",Region 18 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
384,Cblm_VIIIa_R,"Cerebellum: lobule VIIIa, Right",Region 19 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
385,Cblm_VIIIb_L,"Cerebellum: lobule VIIIb, Left",Region 20 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
386,Cblm_Vermis_VIIIb,"Cerebellum: lobule Vermis, VIIIb",Region 21 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
387,Cblm_VIIIb_R,"Cerebellum: lobule VIIIb, Right",Region 22 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
388,Cblm_IX_L,"Cerebellum: lobule IX, Left",Region 23 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
389,Cblm_Vermis_IX,"Cerebellum: lobule Vermis, IX",Region 24 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
390,Cblm_IX_R,"Cerebellum: lobule IX, Right",Region 25 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
391,Cblm_X_L,"Cerebellum: lobule X, Left",Region 26 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
392,Cblm_Vermis_X,"Cerebellum: lobule Vermis, X",Region 27 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
393,Cblm_X_R,"Cerebellum: lobule X, Right",Region 28 from SUIT Cerebellum MNI,https://www.diedrichsenlab.org/imaging/propatlas.htm ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
394,BG_BST_SLEA_L,"Basal ganglia: Extended Amygdala: Bed Nuclei of the Stria Terminalis (BNST) and Sublenticular Extended Amygdala (SLEA), Left",Extended Amygdala: Bed Nuclei of the Stria Terminalis (BNST) and Sublenticular Extended Amygdala (SLEA),https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
395,BG_BST_SLEA_R,"Basal ganglia: Extended Amygdala: Bed Nuclei of the Stria Terminalis (BNST) and Sublenticular Extended Amygdala (SLEA), Right",Extended Amygdala: Bed Nuclei of the Stria Terminalis (BNST) and Sublenticular Extended Amygdala (SLEA),https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
396,BG_CAU_DA_L,"Basal ganglia: Caudate, dorsal anterior, Left",Region 45 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
397,BG_CAU_DA_R,"Basal ganglia: Caudate, dorsal anterior, Right",Region 18 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
398,BG_CAU_VA_L,"Basal ganglia: Caudate, ventral anterior, Left",Region 44 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
399,BG_CAU_VA_R,"Basal ganglia: Caudate, ventral anterior, Right",Region 17 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
400,BG_CAU_body_L,"Basal ganglia: Caudate, body, Left",Region 46 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
401,BG_CAU_body_R,"Basal ganglia: Caudate, body, Right",Region 19 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
402,BG_CAU_tail_L,"Basal ganglia: Caudate, tail, Left",Region 47 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
403,BG_CAU_tail_R,"Basal ganglia: Caudate, tail, Right",Region 20 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
404,BG_GPe_L,"Basal ganglia: Globus Pallidus external segment; Ventral pallidum, Left",Globus Pallidus external segment; Ventral pallidum,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
405,BG_GPe_R,"Basal ganglia: Globus Pallidus external segment; Ventral pallidum, Right",Globus Pallidus external segment; Ventral pallidum,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
406,BG_GPi_L,"Basal ganglia: Globus Pallidus internal segment, Left",Globus Pallidus internal segment,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
407,BG_GPi_R,"Basal ganglia: Globus Pallidus internal segment, Right",Globus Pallidus internal segment,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
408,BG_NAc_L,"Basal ganglia: Nucleus Accumbens, putative core; Nucleus Accumbens, putative shell, Left","Nucleus Accumbens, putative core; Nucleus Accumbens, putative shell",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
409,BG_NAc_R,"Basal ganglia: Nucleus Accumbens, putative core; Nucleus accumbens, putative shell, Right","Nucleus Accumbens, putative core; Nucleus accumbens, putative shell",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
410,BG_PUT_DA_L,"Basal ganglia: Putamen, dorsal anterior, Left",Region 41 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
411,BG_PUT_DA_R,"Basal ganglia: Putamen, dorsal anterior, Right",Region 14 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
412,BG_PUT_DP_L,"Basal ganglia: Putamen, dorsal posterior, Left",Region 43 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
413,BG_PUT_DP_R,"Basal ganglia: Putamen, dorsal posterior, Right",Region 16 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
414,BG_PUT_VA_L,"Basal ganglia: Putamen, ventral anterior, Left",Region 40 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
415,BG_PUT_VA_R,"Basal ganglia: Putamen, ventral anterior, Right",Region 13 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
416,BG_PUT_VP_L,"Basal ganglia: Putamen, ventral posterior, Left",Region 42 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
417,BG_PUT_VP_R,"Basal ganglia: Putamen, ventral posterior, Right",Region 15 from tian 3t fsl6,https://github.com/yetianmed/subcortex ; https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
418,Thal_AV_L,"Thalamus: Anteroventral, Left",Anteroventral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
419,Thal_rIL_L,"Thalamus: central medial; Reuniens (medial ventral), Left",central medial; Reuniens (medial ventral),https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
420,Thal_CL_L,"Thalamus: central lateral, Left",central lateral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
421,Thal_cIL_L,"Thalamus: centromedian; parafascicular, Left",centromedian; parafascicular,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
422,Thal_LD_L,"Thalamus: Laterodorsal, Left",Laterodorsal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
423,Thal_LP_L,"Thalamus: Lateral posterior, Left",Lateral posterior,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
424,Thal_PuM_L,"Thalamus: Limitans (suprageniculate); Pulvinar medial (medial subdivision); Pulvinar medial (lateral subdivision); Habenula, Left",Limitans (suprageniculate); Pulvinar medial (medial subdivision); Pulvinar medial (lateral subdivision); Habenula,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
425,Thal_MD_L,"Thalamus: Mediodorsal medial parvocellular-like; Mediodorsal medial magnocellular-like, Left",Mediodorsal medial parvocellular-like; Mediodorsal medial magnocellular-like,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
426,Thal_PuA_L,"Thalamus: Pulvinar anterior, Left",Pulvinar anterior,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
427,Thal_PuL_L,"Thalamus: Pulvinar inferior; Pulvinar lateral, Left",Pulvinar inferior; Pulvinar lateral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
428,Thal_VA_L,"Thalamus: Ventral anterior; Ventral anterior magnocellular, Left",Ventral anterior; Ventral anterior magnocellular,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
429,Thal_VL_L,"Thalamus: ventral lateral anterior; ventral lateral posterior, Left",ventral lateral anterior; ventral lateral posterior,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
430,Thal_VPL_VPM_L,"Thalamus: ventral posterolateral and ventral posteromedial, Left",ventral posterolateral and ventral posteromedial,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
431,Thal_AV_R,"Thalamus: Anteroventral, Right",Anteroventral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
432,Thal_rIL_R,"Thalamus: central medial; Reuniens (medial ventral), Right",central medial; Reuniens (medial ventral),https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
433,Thal_CL_R,"Thalamus: central lateral, Right",central lateral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
434,Thal_cIL_R,"Thalamus: centromedian; parafascicular, Right",centromedian; parafascicular,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
435,Thal_LD_R,"Thalamus: Laterodorsal, Right",Laterodorsal,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
436,Thal_LP_R,"Thalamus: Lateral posterior, Right",Lateral posterior,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
437,Thal_PuM_R,"Thalamus: Limitans (suprageniculate); Pulvinar medial (medial subdivision); Pulvinar medial (lateral subdivision); Habenula, Right",Limitans (suprageniculate); Pulvinar medial (medial subdivision); Pulvinar medial (lateral subdivision); Habenula,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
438,Thal_MD_R,"Thalamus: Mediodorsal medial parvocellular-like; Mediodorsal medial magnocellular-like, Right",Mediodorsal medial parvocellular-like; Mediodorsal medial magnocellular-like,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
439,Thal_PuA_R,"Thalamus: Pulvinar anterior, Right",Pulvinar anterior,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
440,Thal_PuL_R,"Thalamus: Pulvinar inferior; Pulvinar lateral, Right",Pulvinar inferior; Pulvinar lateral,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
441,Thal_VA_R,"Thalamus: Ventral anterior; Ventral anterior magnocellular, Right",Ventral anterior; Ventral anterior magnocellular,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
442,Thal_VL_R,"Thalamus: ventral lateral anterior; ventral lateral posterior, Right",ventral lateral anterior; ventral lateral posterior,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
443,Thal_VPL_VPM_R,"Thalamus: ventral posterolateral and ventral posteromedial, Right",ventral posterolateral and ventral posteromedial,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
444,hypothalamus_anterior_and_tubular_inferior_L,"Hypothalamus: anterior and tubular inferior, Left","suprachiasmatic nucleus, supraoptic nucleus; infundibular nucleus, ventromedial nucleus, supraoptic nucleus, lateral tubular nucleus, tuberomamillary nucleus",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
445,hypothalamus_anterior_and_tubular_superior_L,"Hypothalamus: anterior and tubular superior, Left","preoptic area, paraventricular nucleus; dorsomedial nucleus, paraventricular nucleus, lateral hypothalamus",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
446,hypothalamus_posterior_L,"Hypothalamus: posterior, Left","mamillary body (medial and lateral nuclei), lateral hypothalamus, tuberomamillary nucleus",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
447,hypothalamus_anterior_and_tubular_inferior_R,"Hypothalamus: anterior and tubular inferior, Right","suprachiasmatic nucleus, supraoptic nucleus; infundibular nucleus, ventromedial nucleus, supraoptic nucleus, lateral tubular nucleus, tuberomamillary nucleus",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
448,hypothalamus_anterior_and_tubular_superior_R,"Hypothalamus: anterior and tubular superior, Right","preoptic area, paraventricular nucleus; dorsomedial nucleus, paraventricular nucleus, lateral hypothalamus",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
449,hypothalamus_posterior_R,"Hypothalamus: posterior, Right","mamillary body (medial and lateral nuclei), lateral hypothalamus, tuberomamillary nucleus",https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,
450,BStem_STH_L,"Brainstem: Subthalamic nucleus, Left",Subthalamic nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Hemisphere follows the displayed label; source fine/coarse naming is inconsistent.
451,BStem_STH_R,"Brainstem: Subthalamic nucleus, Right",Subthalamic nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/create_CANLab2024_atlas.m,Hemisphere follows the displayed label; source fine/coarse naming is inconsistent.
452,MTL_AMY_La_L,"Medial temporal lobe: Amygdalar basolateral complex: lateral nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: lateral nucleus, Left",Amygdalar basolateral complex: lateral nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: lateral nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
453,MTL_AMY_BL_L,"Medial temporal lobe: Amygdalar basolateral complex: basal nucleus; Amygdalar basolateral complex: accessory basal nucleus; Amygdalar basolateral complex: paralaminar nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: accessory basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: paralaminar nucleus, Left",Amygdalar basolateral complex: basal nucleus; Amygdalar basolateral complex: accessory basal nucleus; Amygdalar basolateral complex: paralaminar nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: accessory basal nucleus; Intercalated nuclei most proximal to Amygdalar basolateral complex: paralaminar nucleus,https://github.com/canlab/Neuroimaging_Pattern_Masks/blob/master/Atlases_and_parcellations/2024_CANLab_atlas/src/openCANLab2024_MNI152NLin6Asym_labels.csv,Coarse parcel merges the listed source components.
