labelName,labelNo,observer,tmpA,tmpB,dice,hausdorff,nA,nB
BN_STR_Pu,201,0,6,3,0.950047240255,2.52388584984,16725,16086
BN_STR_Pu,201,0,6,4,0.950415731019,2.52388584984,16725,16229
BN_STR_Pu,201,0,6,5,0.948794544522,2.61916012614,16725,16416
BN_STR_Pu,201,0,6,6,1.0,0.0,16725,16725
BN_STR_Pu,201,0,6,7,0.9515442607,3.4292855815,16725,16171
BN_STR_Pu,201,0,7,0,0.956618602636,1.9798989536,16171,16147
BN_STR_Pu,201,0,7,1,0.954150949183,2.96984843041,16171,16436
BN_STR_Pu,201,0,7,2,0.952724804049,2.21359432442,16171,16235
BN_STR_Pu,201,0,7,3,0.95687757696,2.79999995232,16171,16086
BN_STR_Pu,201,0,7,4,0.954567901235,2.4248710893,16171,16229
BN_STR_Pu,201,0,7,5,0.950747230491,3.05122920852,16171,16416
BN_STR_Pu,201,0,7,6,0.9515442607,1.21243554465,16171,16725
BN_STR_Pu,201,0,7,7,1.0,0.0,16171,16171
BN_STR_Pu,201,1,0,0,1.0,0.0,15475,15475
BN_STR_Pu,201,1,0,1,0.947262519067,2.52388584984,15475,15338
BN_STR_Pu,201,1,0,2,0.953252164854,2.61916012614,15475,15243
BN_STR_Pu,201,1,0,3,0.935858356573,2.61916012614,15475,15363
BN_STR_Pu,201,1,0,4,0.946237263703,2.52388584984,15475,15048
BN_STR_Pu,201,1,0,5,0.946162881754,2.88617388878,15475,15173
BN_STR_Pu,201,1,0,6,0.94856994617,2.61916012614,15475,15363
BN_STR_Pu,201,1,0,7,0.949592315056,2.52388584984,15475,14818
BN_STR_Pu,201,1,1,0,0.947262519067,1.56524755759,15338,15475
BN_STR_Pu,201,1,1,1,1.0,0.0,15338,15338
BN_STR_Pu,201,1,1,2,0.955102841634,2.09999996424,15338,15243
BN_STR_Pu,201,1,1,3,0.946288394515,3.05122920852,15338,15363
BN_STR_Pu,201,1,1,4,0.949713683933,2.09999996424,15338,15048
BN_STR_Pu,201,1,1,5,0.949559175379,2.21359432442,15338,15173
BN_STR_Pu,201,1,1,6,0.952672551383,3.20780293184,15338,15363
BN_STR_Pu,201,1,1,7,0.952181987001,2.61916012614,15338,14818
BN_STR_Pu,201,1,2,0,0.953252164854,1.56524755759,15243,15475
BN_STR_Pu,201,1,2,1,0.955102841634,1.56524755759,15243,15338
BN_STR_Pu,201,1,2,2,1.0,0.0,15243,15243
BN_STR_Pu,201,1,2,3,0.949094948703,3.05122920852,15243,15363
BN_STR_Pu,201,1,2,4,0.957115975042,2.09999996424,15243,15048
BN_STR_Pu,201,1,2,5,0.955549710679,2.61916012614,15243,15173
BN_STR_Pu,201,1,2,6,0.957393975038,2.96984843041,15243,15363
BN_STR_Pu,201,1,2,7,0.956987458834,2.52388584984,15243,14818
BN_STR_Pu,201,1,3,0,0.935858356573,2.09999996424,15363,15475
BN_STR_Pu,201,1,3,1,0.946288394515,1.9798989536,15363,15338
BN_STR_Pu,201,1,3,2,0.949094948703,3.13049511519,15363,15243
BN_STR_Pu,201,1,3,3,1.0,0.0,15363,15363
BN_STR_Pu,201,1,3,4,0.955509519582,2.21359432442,15363,15048
BN_STR_Pu,201,1,3,5,0.949895205659,2.09999996424,15363,15173
BN_STR_Pu,201,1,3,6,0.953003970579,2.21359432442,15363,15363
BN_STR_Pu,201,1,3,7,0.949537788675,2.09999996424,15363,14818
BN_STR_Pu,201,1,4,0,0.946237263703,1.9798989536,15048,15475
BN_STR_Pu,201,1,4,1,0.949713683933,1.56524755759,15048,15338
BN_STR_Pu,201,1,4,2,0.957115975042,1.9798989536,15048,15243
BN_STR_Pu,201,1,4,3,0.955509519582,1.9798989536,15048,15363
BN_STR_Pu,201,1,4,4,1.0,0.0,15048,15048
BN_STR_Pu,201,1,4,5,0.957678435525,1.56524755759,15048,15173
BN_STR_Pu,201,1,4,6,0.964585182993,1.56524755759,15048,15363
BN_STR_Pu,201,1,4,7,0.959083908123,1.56524755759,15048,14818
BN_STR_Pu,201,1,5,0,0.946162881754,2.52388584984,15173,15475
BN_STR_Pu,201,1,5,1,0.949559175379,1.56524755759,15173,15338
BN_STR_Pu,201,1,5,2,0.955549710679,2.52388584984,15173,15243
BN_STR_Pu,201,1,5,3,0.949895205659,1.9798989536,15173,15363
BN_STR_Pu,201,1,5,4,0.957678435525,1.9798989536,15173,15048
BN_STR_Pu,201,1,5,5,1.0,0.0,15173,15173
BN_STR_Pu,201,1,5,6,0.95690332722,1.56524755759,15173,15363
BN_STR_Pu,201,1,5,7,0.954819779267,1.56524755759,15173,14818
BN_STR_Pu,201,1,6,0,0.94856994617,2.21359432442,15363,15475
BN_STR_Pu,201,1,6,1,0.952672551383,1.56524755759,15363,15338
BN_STR_Pu,201,1,6,2,0.957393975038,1.56524755759,15363,15243
BN_STR_Pu,201,1,6,3,0.953003970579,2.21359432442,15363,15363
BN_STR_Pu,201,1,6,4,0.964585182993,1.71464279075,15363,15048
BN_STR_Pu,201,1,6,5,0.95690332722,1.71464279075,15363,15173
BN_STR_Pu,201,1,6,6,1.0,0.0,15363,15363
BN_STR_Pu,201,1,6,7,0.956959676618,1.71464279075,15363,14818
BN_STR_Pu,201,1,7,0,0.949592315056,1.9798989536,14818,15475
BN_STR_Pu,201,1,7,1,0.952181987001,1.21243554465,14818,15338
BN_STR_Pu,201,1,7,2,0.956987458834,1.56524755759,14818,15243
BN_STR_Pu,201,1,7,3,0.949537788675,1.71464279075,14818,15363
BN_STR_Pu,201,1,7,4,0.959083908123,1.71464279075,14818,15048
BN_STR_Pu,201,1,7,5,0.954819779267,1.9798989536,14818,15173
BN_STR_Pu,201,1,7,6,0.956959676618,1.56524755759,14818,15363
BN_STR_Pu,201,1,7,7,1.0,0.0,14818,14818
BN_STR_Pu,201,2,0,0,1.0,0.0,13897,13897
BN_STR_Pu,201,2,0,1,0.932394466375,1.9798989536,13897,14222
BN_STR_Pu,201,2,0,2,0.931251982099,4.89999991655,13897,14482
BN_STR_Pu,201,2,0,3,0.895367670878,1.56524755759,13897,13886
BN_STR_Pu,201,2,0,4,0.913662790698,3.13049511519,13897,13623
BN_STR_Pu,201,2,0,5,0.904615384615,5.33104108332,13897,14378
BN_STR_Pu,201,2,0,6,0.911423811718,1.56524755759,13897,14316
BN_STR_Pu,201,2,0,7,0.899153737659,2.52388584984,13897,14463
BN_STR_Pu,201,2,1,0,0.932394466375,2.09999996424,14222,13897
BN_STR_Pu,201,2,1,1,1.0,0.0,14222,14222
BN_STR_Pu,201,2,1,2,0.923564659978,4.53651841163,14222,14482
BN_STR_Pu,201,2,1,3,0.904938095916,1.9798989536,14222,13886
BN_STR_Pu,201,2,1,4,0.916717543545,2.61916012614,14222,13623
BN_STR_Pu,201,2,1,5,0.914685314685,4.74763090734,14222,14378
BN_STR_Pu,201,2,1,6,0.921508164553,1.56524755759,14222,14316
BN_STR_Pu,201,2,1,7,0.910022659927,2.09999996424,14222,14463
BN_STR_Pu,201,2,2,0,0.931251982099,2.52388584984,14482,13897
BN_STR_Pu,201,2,2,1,0.923564659978,2.32163731371,14482,14222
BN_STR_Pu,201,2,2,2,1.0,0.0,14482,14482
BN_STR_Pu,201,2,2,3,0.892343485618,2.09999996424,14482,13886
BN_STR_Pu,201,2,2,4,0.903824942181,3.4292855815,14482,13623
BN_STR_Pu,201,2,2,5,0.911642411642,2.09999996424,14482,14378
BN_STR_Pu,201,2,2,6,0.905201750122,2.09999996424,14482,14316
BN_STR_Pu,201,2,2,7,0.909863534289,1.71464279075,14482,14463
BN_STR_Pu,201,2,3,0,0.895367670878,2.52388584984,13886,13897
BN_STR_Pu,201,2,3,1,0.904938095916,2.96984843041,13886,14222
BN_STR_Pu,201,2,3,2,0.892343485618,4.89999991655,13886,14482
BN_STR_Pu,201,2,3,3,1.0,0.0,13886,13886
BN_STR_Pu,201,2,3,4,0.915336798866,3.4292855815,13886,13623
BN_STR_Pu,201,2,3,5,0.9074440985,5.33104108332,13886,14378
BN_STR_Pu,201,2,3,6,0.913694064251,2.32163731371,13886,14316
BN_STR_Pu,201,2,3,7,0.907263042788,2.52388584984,13886,14463
BN_STR_Pu,201,2,4,0,0.913662790698,2.61916012614,13623,13897
BN_STR_Pu,201,2,4,1,0.916717543545,2.21359432442,13623,14222
BN_STR_Pu,201,2,4,2,0.903824942181,2.96984843041,13623,14482
BN_STR_Pu,201,2,4,3,0.915336798866,2.09999996424,13623,13886
BN_STR_Pu,201,2,4,4,1.0,0.0,13623,13623
BN_STR_Pu,201,2,4,5,0.919038605764,3.13049511519,13623,14378
BN_STR_Pu,201,2,4,6,0.922581337915,2.88617388878,13623,14316
BN_STR_Pu,201,2,4,7,0.915687531154,1.71464279075,13623,14463
BN_STR_Pu,201,2,5,0,0.904615384615,2.88617388878,14378,13897
BN_STR_Pu,201,2,5,1,0.914685314685,3.20780293184,14378,14222
BN_STR_Pu,201,2,5,2,0.911642411642,2.09999996424,14378,14482
BN_STR_Pu,201,2,5,3,0.9074440985,2.88617388878,14378,13886
BN_STR_Pu,201,2,5,4,0.919038605764,2.21359432442,14378,13623
BN_STR_Pu,201,2,5,5,1.0,0.0,14378,14378
BN_STR_Pu,201,2,5,6,0.921446992403,2.09999996424,14378,14316
BN_STR_Pu,201,2,5,7,0.910162615721,2.21359432442,14378,14463
BN_STR_Pu,201,2,6,0,0.911423811718,1.9798989536,14316,13897
BN_STR_Pu,201,2,6,1,0.921508164553,2.21359432442,14316,14222
BN_STR_Pu,201,2,6,2,0.905201750122,3.4292855815,14316,14482
BN_STR_Pu,201,2,6,3,0.913694064251,1.71464279075,14316,13886
BN_STR_Pu,201,2,6,4,0.922581337915,2.61916012614,14316,13623
BN_STR_Pu,201,2,6,5,0.921446992403,3.7696153008,14316,14378
BN_STR_Pu,201,2,6,6,1.0,0.0,14316,14316
BN_STR_Pu,201,2,6,7,0.922686681261,1.71464279075,14316,14463
BN_STR_Pu,201,2,7,0,0.899153737659,2.88617388878,14463,13897
BN_STR_Pu,201,2,7,1,0.910022659927,3.13049511519,14463,14222
BN_STR_Pu,201,2,7,2,0.909863534289,3.4999999404,14463,14482
BN_STR_Pu,201,2,7,3,0.907263042788,2.79999995232,14463,13886
BN_STR_Pu,201,2,7,4,0.915687531154,3.4999999404,14463,13623
BN_STR_Pu,201,2,7,5,0.910162615721,3.7696153008,14463,14378
BN_STR_Pu,201,2,7,6,0.922686681261,2.61916012614,14463,14316
BN_STR_Pu,201,2,7,7,1.0,0.0,14463,14463
BN_STR_Ca,202,0,0,0,1.0,0.0,14117,14117
BN_STR_Ca,202,0,0,1,0.935101089188,2.61916012614,14117,14620
BN_STR_Ca,202,0,0,2,0.926967652655,2.52388584984,14117,14788
BN_STR_Ca,202,0,0,3,0.92501119493,2.4248710893,14117,14914
BN_STR_Ca,202,0,0,4,0.925164358652,4.0211937841,14117,14479
BN_STR_Ca,202,0,0,5,0.916898663697,2.88617388878,14117,14619
BN_STR_Ca,202,0,0,6,0.929247408743,2.4248710893,14117,14730
BN_STR_Ca,202,0,0,7,0.930368184373,2.61916012614,14117,14347
BN_STR_Ca,202,0,1,0,0.935101089188,2.88617388878,14620,14117
BN_STR_Ca,202,0,1,1,1.0,0.0,14620,14620
BN_STR_Ca,202,0,1,2,0.934643634385,3.56931359873,14620,14788
BN_STR_Ca,202,0,1,3,0.933906683822,2.09999996424,14620,14914
BN_STR_Ca,202,0,1,4,0.930203787072,5.6435803277,14620,14479
BN_STR_Ca,202,0,1,5,0.929785560382,3.20780293184,14620,14619
BN_STR_Ca,202,0,1,6,0.934378194208,2.09999996424,14620,14730
BN_STR_Ca,202,0,1,7,0.941830358684,4.08166625688,14620,14347
BN_STR_Ca,202,0,2,0,0.926967652655,2.61916012614,14788,14117
BN_STR_Ca,202,0,2,1,0.934643634385,1.9798989536,14788,14620
BN_STR_Ca,202,0,2,2,1.0,0.0,14788,14788
BN_STR_Ca,202,0,2,3,0.938387987341,2.21359432442,14788,14914
BN_STR_Ca,202,0,2,4,0.935524652339,5.14392837224,14788,14479
BN_STR_Ca,202,0,2,5,0.928282381746,2.21359432442,14788,14619
BN_STR_Ca,202,0,2,6,0.931092892472,2.61916012614,14788,14730
BN_STR_Ca,202,0,2,7,0.930564613008,2.52388584984,14788,14347
BN_STR_Ca,202,0,3,0,0.92501119493,2.52388584984,14914,14117
BN_STR_Ca,202,0,3,1,0.933906683822,1.56524755759,14914,14620
BN_STR_Ca,202,0,3,2,0.938387987341,2.88617388878,14914,14788
BN_STR_Ca,202,0,3,3,1.0,0.0,14914,14914
BN_STR_Ca,202,0,3,4,0.934984520124,5.14392837224,14914,14479
BN_STR_Ca,202,0,3,5,0.928182033657,2.88617388878,14914,14619
BN_STR_Ca,202,0,3,6,0.934556739981,2.52388584984,14914,14730
BN_STR_Ca,202,0,3,7,0.927924541198,3.13049511519,14914,14347
BN_STR_Ca,202,0,4,0,0.925164358652,1.71464279075,14479,14117
BN_STR_Ca,202,0,4,1,0.930203787072,2.09999996424,14479,14620
BN_STR_Ca,202,0,4,2,0.935524652339,2.21359432442,14479,14788
BN_STR_Ca,202,0,4,3,0.934984520124,1.71464279075,14479,14914
BN_STR_Ca,202,0,4,4,1.0,0.0,14479,14479
BN_STR_Ca,202,0,4,5,0.920613100557,2.21359432442,14479,14619
BN_STR_Ca,202,0,4,6,0.928275531514,2.52388584984,14479,14730
BN_STR_Ca,202,0,4,7,0.93027128287,2.21359432442,14479,14347
BN_STR_Ca,202,0,5,0,0.916898663697,2.88617388878,14619,14117
BN_STR_Ca,202,0,5,1,0.929785560382,1.56524755759,14619,14620
BN_STR_Ca,202,0,5,2,0.928282381746,2.09999996424,14619,14788
BN_STR_Ca,202,0,5,3,0.928182033657,2.32163731371,14619,14914
BN_STR_Ca,202,0,5,4,0.920613100557,6.60378667998,14619,14479
BN_STR_Ca,202,0,5,5,1.0,0.0,14619,14619
BN_STR_Ca,202,0,5,6,0.94006610106,2.09999996424,14619,14730
BN_STR_Ca,202,0,5,7,0.936477249189,3.7696153008,14619,14347
BN_STR_Ca,202,0,6,0,0.929247408743,3.05122920852,14730,14117
BN_STR_Ca,202,0,6,1,0.934378194208,1.56524755759,14730,14620
BN_STR_Ca,202,0,6,2,0.931092892472,3.4292855815,14730,14788
BN_STR_Ca,202,0,6,3,0.934556739981,2.09999996424,14730,14914
BN_STR_Ca,202,0,6,4,0.928275531514,4.99899981485,14730,14479
BN_STR_Ca,202,0,6,5,0.94006610106,2.88617388878,14730,14619
BN_STR_Ca,202,0,6,6,1.0,0.0,14730,14730
BN_STR_Ca,202,0,6,7,0.940605977233,3.56931359873,14730,14347
BN_STR_Ca,202,0,7,0,0.930368184373,1.56524755759,14347,14117
BN_STR_Ca,202,0,7,1,0.941830358684,1.39999997616,14347,14620
BN_STR_Ca,202,0,7,2,0.930564613008,2.09999996424,14347,14788
BN_STR_Ca,202,0,7,3,0.927924541198,1.71464279075,14347,14914
BN_STR_Ca,202,0,7,4,0.93027128287,4.19999992847,14347,14479
BN_STR_Ca,202,0,7,5,0.936477249189,1.71464279075,14347,14619
BN_STR_Ca,202,0,7,6,0.940605977233,1.56524755759,14347,14730
BN_STR_Ca,202,0,7,7,1.0,0.0,14347,14347
BN_STR_Ca,202,1,0,0,1.0,0.0,12928,12928
BN_STR_Ca,202,1,0,1,0.933231005372,2.52388584984,12928,13132
BN_STR_Ca,202,1,0,2,0.942162942163,1.9798989536,12928,12713
BN_STR_Ca,202,1,0,3,0.935709838107,2.52388584984,12928,12768
BN_STR_Ca,202,1,0,4,0.929126291343,3.56931359873,12928,12046
BN_STR_Ca,202,1,0,5,0.939376149661,2.61916012614,12928,12623
BN_STR_Ca,202,1,0,6,0.922826647621,3.13049511519,12928,12275
BN_STR_Ca,202,1,0,7,0.932792629631,2.32163731371,12928,12471
BN_STR_Ca,202,1,1,0,0.933231005372,2.61916012614,13132,12928
BN_STR_Ca,202,1,1,1,1.0,0.0,13132,13132
BN_STR_Ca,202,1,1,2,0.935577481138,2.52388584984,13132,12713
BN_STR_Ca,202,1,1,3,0.937760617761,2.21359432442,13132,12768
BN_STR_Ca,202,1,1,4,0.929144491222,2.09999996424,13132,12046
BN_STR_Ca,202,1,1,5,0.938070277616,2.09999996424,13132,12623
BN_STR_Ca,202,1,1,6,0.932498917621,2.88617388878,13132,12275
BN_STR_Ca,202,1,1,7,0.932937546381,2.21359432442,13132,12471
BN_STR_Ca,202,1,2,0,0.942162942163,2.09999996424,12713,12928
BN_STR_Ca,202,1,2,1,0.935577481138,1.56524755759,12713,13132
BN_STR_Ca,202,1,2,2,1.0,0.0,12713,12713
BN_STR_Ca,202,1,2,3,0.938503198462,1.9798989536,12713,12768
BN_STR_Ca,202,1,2,4,0.938406236116,2.52388584984,12713,12046
BN_STR_Ca,202,1,2,5,0.942295547837,2.09999996424,12713,12623
BN_STR_Ca,202,1,2,6,0.932207459581,2.21359432442,12713,12275
BN_STR_Ca,202,1,2,7,0.935911689962,1.71464279075,12713,12471
BN_STR_Ca,202,1,3,0,0.935709838107,2.21359432442,12768,12928
BN_STR_Ca,202,1,3,1,0.937760617761,1.56524755759,12768,13132
BN_STR_Ca,202,1,3,2,0.938503198462,2.32163731371,12768,12713
BN_STR_Ca,202,1,3,3,1.0,0.0,12768,12768
BN_STR_Ca,202,1,3,4,0.938099459982,2.32163731371,12768,12046
BN_STR_Ca,202,1,3,5,0.948603836005,1.56524755759,12768,12623
BN_STR_Ca,202,1,3,6,0.936069959669,2.32163731371,12768,12275
BN_STR_Ca,202,1,3,7,0.936487182535,1.56524755759,12768,12471
BN_STR_Ca,202,1,4,0,0.929126291343,2.32163731371,12046,12928
BN_STR_Ca,202,1,4,1,0.929144491222,1.56524755759,12046,13132
BN_STR_Ca,202,1,4,2,0.938406236116,1.71464279075,12046,12713
BN_STR_Ca,202,1,4,3,0.938099459982,1.56524755759,12046,12768
BN_STR_Ca,202,1,4,4,1.0,0.0,12046,12046
BN_STR_Ca,202,1,4,5,0.943451295148,1.9798989536,12046,12623
BN_STR_Ca,202,1,4,6,0.932938612722,1.71464279075,12046,12275
BN_STR_Ca,202,1,4,7,0.938695598972,1.56524755759,12046,12471
BN_STR_Ca,202,1,5,0,0.939376149661,2.09999996424,12623,12928
BN_STR_Ca,202,1,5,1,0.938070277616,1.9798989536,12623,13132
BN_STR_Ca,202,1,5,2,0.942295547837,2.09999996424,12623,12713
BN_STR_Ca,202,1,5,3,0.948603836005,1.56524755759,12623,12768
BN_STR_Ca,202,1,5,4,0.943451295148,3.13049511519,12623,12046
BN_STR_Ca,202,1,5,5,1.0,0.0,12623,12623
BN_STR_Ca,202,1,5,6,0.940798457707,2.32163731371,12623,12275
BN_STR_Ca,202,1,5,7,0.942376663744,1.56524755759,12623,12471
BN_STR_Ca,202,1,6,0,0.922826647621,2.61916012614,12275,12928
BN_STR_Ca,202,1,6,1,0.932498917621,1.39999997616,12275,13132
BN_STR_Ca,202,1,6,2,0.932207459581,2.09999996424,12275,12713
BN_STR_Ca,202,1,6,3,0.936069959669,1.39999997616,12275,12768
BN_STR_Ca,202,1,6,4,0.932938612722,1.9798989536,12275,12046
BN_STR_Ca,202,1,6,5,0.940798457707,1.9798989536,12275,12623
BN_STR_Ca,202,1,6,6,1.0,0.0,12275,12275
BN_STR_Ca,202,1,6,7,0.940515638891,1.71464279075,12275,12471
BN_STR_Ca,202,1,7,0,0.932792629631,2.09999996424,12471,12928
BN_STR_Ca,202,1,7,1,0.932937546381,1.71464279075,12471,13132
BN_STR_Ca,202,1,7,2,0.935911689962,1.9798989536,12471,12713
BN_STR_Ca,202,1,7,3,0.936487182535,1.71464279075,12471,12768
BN_STR_Ca,202,1,7,4,0.938695598972,1.9798989536,12471,12046
BN_STR_Ca,202,1,7,5,0.942376663744,1.9798989536,12471,12623
BN_STR_Ca,202,1,7,6,0.940515638891,2.09999996424,12471,12275
BN_STR_Ca,202,1,7,7,1.0,0.0,12471,12471
BN_STR_Ca,202,2,0,0,1.0,0.0,11940,11940
BN_STR_Ca,202,2,0,1,0.919223333614,2.96984843041,11940,11854
BN_STR_Ca,202,2,0,2,0.916210526316,3.4999999404,11940,11810
BN_STR_Ca,202,2,0,3,0.904873752202,2.21359432442,11940,11902
BN_STR_Ca,202,2,0,4,0.907006902322,3.20780293184,11940,11965
BN_STR_Ca,202,2,0,5,0.90722408574,2.96984843041,11940,12506
BN_STR_Ca,202,2,0,6,0.911642584288,3.28329097596,11940,12144
BN_STR_Ca,202,2,0,7,0.898487245001,2.96984843041,11940,12717
BN_STR_Ca,202,2,1,0,0.919223333614,2.61916012614,11854,11940
BN_STR_Ca,202,2,1,1,1.0,0.0,11854,11854
BN_STR_Ca,202,2,1,2,0.920300878972,2.61916012614,11854,11810
BN_STR_Ca,202,2,1,3,0.916063310322,2.52388584984,11854,11902
BN_STR_Ca,202,2,1,4,0.912045006088,3.28329097596,11854,11965
BN_STR_Ca,202,2,1,5,0.912397372742,2.88617388878,11854,12506
BN_STR_Ca,202,2,1,6,0.911159263272,2.88617388878,11854,12144
BN_STR_Ca,202,2,1,7,0.906597208091,2.61916012614,11854,12717
BN_STR_Ca,202,2,2,0,0.916210526316,2.09999996424,11810,11940
BN_STR_Ca,202,2,2,1,0.920300878972,2.21359432442,11810,11854
BN_STR_Ca,202,2,2,2,1.0,0.0,11810,11810
BN_STR_Ca,202,2,2,3,0.915823211876,2.09999996424,11810,11902
BN_STR_Ca,202,2,2,4,0.918611987382,2.52388584984,11810,11965
BN_STR_Ca,202,2,2,5,0.906728080276,1.71464279075,11810,12506
BN_STR_Ca,202,2,2,6,0.917592051432,2.09999996424,11810,12144
BN_STR_Ca,202,2,2,7,0.910099074489,1.39999997616,11810,12717
BN_STR_Ca,202,2,3,0,0.904873752202,1.9798989536,11902,11940
BN_STR_Ca,202,2,3,1,0.916063310322,1.9798989536,11902,11854
BN_STR_Ca,202,2,3,2,0.915823211876,1.9798989536,11902,11810
BN_STR_Ca,202,2,3,3,1.0,0.0,11902,11902
BN_STR_Ca,202,2,3,4,0.913981648301,1.9798989536,11902,11965
BN_STR_Ca,202,2,3,5,0.908226810882,1.71464279075,11902,12506
BN_STR_Ca,202,2,3,6,0.909174083008,2.52388584984,11902,12144
BN_STR_Ca,202,2,3,7,0.905723221902,1.56524755759,11902,12717
BN_STR_Ca,202,2,4,0,0.907006902322,2.61916012614,11965,11940
BN_STR_Ca,202,2,4,1,0.912045006088,1.9798989536,11965,11854
BN_STR_Ca,202,2,4,2,0.918611987382,1.56524755759,11965,11810
BN_STR_Ca,202,2,4,3,0.913981648301,1.71464279075,11965,11902
BN_STR_Ca,202,2,4,4,1.0,0.0,11965,11965
BN_STR_Ca,202,2,4,5,0.907278002534,1.71464279075,11965,12506
BN_STR_Ca,202,2,4,6,0.917416732341,2.52388584984,11965,12144
BN_STR_Ca,202,2,4,7,0.913297139616,1.56524755759,11965,12717
BN_STR_Ca,202,2,5,0,0.90722408574,2.61916012614,12506,11940
BN_STR_Ca,202,2,5,1,0.912397372742,1.71464279075,12506,11854
BN_STR_Ca,202,2,5,2,0.906728080276,2.21359432442,12506,11810
BN_STR_Ca,202,2,5,3,0.908226810882,2.52388584984,12506,11902
BN_STR_Ca,202,2,5,4,0.907278002534,1.9798989536,12506,11965
BN_STR_Ca,202,2,5,5,1.0,0.0,12506,12506
BN_STR_Ca,202,2,5,6,0.912535496957,2.52388584984,12506,12144
BN_STR_Ca,202,2,5,7,0.90258890695,2.09999996424,12506,12717
BN_STR_Ca,202,2,6,0,0.911642584288,1.9798989536,12144,11940
BN_STR_Ca,202,2,6,1,0.911159263272,2.09999996424,12144,11854
BN_STR_Ca,202,2,6,2,0.917592051432,2.09999996424,12144,11810
BN_STR_Ca,202,2,6,3,0.909174083008,2.61916012614,12144,11902
BN_STR_Ca,202,2,6,4,0.917416732341,2.21359432442,12144,11965
